Item,label-id,resource-type,metaclass,Kit,Photo (link to Google Drive file),Model Number,Serial Number,AC input,FCC ID:,DC Input,PSU Number,Notes,Manual Uploaded,Manual Source Google Drive URL,Manual Source Original URL,Manual Source Original URL,Resale Value,Resale Source URL,Resale Info: Date Recorded,Last-reported Condition(?),Equipment Status,Peripheral Status,Service Record,GEAR name,GEAR description,BOLDC description,BOLDC Instructions,BOLDC Demo Videos,checkout-center,,,,,,
Arri M18,boldc#ArriM18,lighting,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1is7b-31zUfsob8liGjqEo-pbGg-4z9WK/view?usp=sharing,https://www.arri.com/en/lighting/daylight/m-series/m18#F0.0000M18,,5679.667,https://www.bhphotovideo.com/c/product/664968   https://www.sharegrid.com/products/77-arri-m18-1800w-hmi-system/buy   https://www.ebay.com/c/22006569623,2020-12-29,,,,,,,,,,ER - Bold-C,,,,,,
SoundDevices 664 Field Mixer,boldc#SoundDevices664FieldMixer002,audio,EQUIPMENT,,,N/A,KA1114230008,,,,BDSB31161,Audio Connections to Dragon Kit,,https://drive.google.com/file/d/1PYO-WXb75eNH4z-kJbm1-zhrbh9w4YFa/view?usp=sharing,https://cdn.sounddevices.com/wp-content/uploads/2019/01/664-ug1.10.20.pdf,,4157,https://www.locationsound.com/sound-devices-664-six-input-field-production-mixer-w-integrated-recorder-1187   https://www.pro-sound.com/p/sound-devices-664-six-channel-field-production-mixer-with-integrated-recorder.html   https://www.ebay.com/itm/Sound-Devices-664/274650541259?hash=item3ff272accb:g:cu8AAOSw09hgBFqA,2021-01-17,,Good,,,,,,,,ER - Bold-C,,,,,,
Switronix Hypercore 150 V-Mount Battery,boldc#SwitronixHypercore150V-MountBattery,accessory,EQUIPMENT,,,,BP52151122   BP52240407   BP52331161   BP52362036   BP52240423   BP52150408,,,,BDSB31230   BDSB31522   BDSB31468   BDSB31469    BDSB31521   BDSB31229,,,https://drive.google.com/file/d/1g3dh0VC7qujKgQodBcJWOS3017CDz-io/view?usp=sharing,https://www.coreswx.com/wp-content/uploads/2017/06/Hypercore150S.pdf,,473,https://www.amazon.com/Switronix-HyperCore-Lithium-Ion-V-Mount-Battery/dp/B01KG4MXAO    https://www.bhphotovideo.com/c/product/1137173-REG/switronix_hypercore150s_hypercore_150wh_14_8v_v_mount.html   https://www.ebay.com/itm/Core-SWX-HyperCore-150Wh-Lithium-Ion-V-Mount-Battery-HYPERCORE150S-/372516781543,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Switronix Battery Set (charger+2 HyperCore 150 W/hr batteries),boldc#SwitronixBatterySet(charger+2HyperCore150W/hrbatteries),accessory,EQUIPMENT,,,GP-2LSU,,,,,BDSB31250   BDSB31249,,,https://drive.google.com/file/d/1g3dh0VC7qujKgQodBcJWOS3017CDz-io/view?usp=sharing,https://www.coreswx.com/wp-content/uploads/2017/06/Hypercore150S.pdf,,discontinued,,,,,,,,,,,,ER - Bold-C,,,,,,
Switronix Pro-X ,boldc#SwitronixPro-X,,EQUIPMENT,,,XP-L95RED,BP52180380    BP52180399,,,,BDSB31232    BDSB31231,Needs insp. link,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Switronix Jet Pack,boldc#SwitronixJetPack,,EQUIPMENT,,,,Rtl. Tag 413865,,,,,NEEDS BDSB#,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Teradek Bolt 300 RX,boldc#TeradekBolt300RX,accessory,EQUIPMENT,,,,93203032C,,VQSANBMGIN01,,,,,https://drive.google.com/file/d/1pVgPANA6ywtqijCqF2LxBu-jGB-pVcIG/view?usp=sharing,95201303C,,1265,https://www.ebay.com/c/1845379125   https://www.amazon.com/Teradek-Bolt-Pro-300-Transmitter/dp/B00RF6DHDO   https://alliedbroadcastgroup.com/product/teradek-bolt-300-wireless-video-system-used/,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Bolt with Velcrow over label,boldc#BoltwithVelcrowoverlabel,,EQUIPMENT,,,,,,VQSAMNINKHIN1,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Teradek Bolt 600 RX,boldc#TeradekBolt600RX,accessory,EQUIPMENT,Teradek Bolt 600,,,95201303C,,VQSAMNMGIN01,,,,,https://drive.google.com/file/d/1pVgPANA6ywtqijCqF2LxBu-jGB-pVcIG/view?usp=sharing,http://cdn.teradek.com/Public/Bolt2/Docs/Teradek_Bolt_Pro_600_2000_Quick_Guide_v1_0714.pdf,,1702.67,https://www.ebay.com/itm/Teradek-Bolt-Pro-600-HD-SDI-HDMI-Wireless-Video-Transmitter-SKU1188881-/233386994746   https://www.adorama.com/us1188881.html   https://www.avantadigital.com/teradek-bolt-pro-600-tx-sdi-hdmi-video-transmitter.html,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Teradek Bolt 600 TX,boldc#TeradekBolt600TX,accessory,EQUIPMENT,Teradek Bolt 600,,,95101058A,,VQSAMNKHIN1,,,,,https://drive.google.com/file/d/1pVgPANA6ywtqijCqF2LxBu-jGB-pVcIG/view?usp=sharing,http://cdn.teradek.com/Public/Bolt2/Docs/Teradek_Bolt_Pro_600_2000_Quick_Guide_v1_0714.pdf,,1702.67,https://www.ebay.com/itm/Teradek-Bolt-Pro-600-HD-SDI-HDMI-Wireless-Video-Transmitter-SKU1188881-/233386994746   https://www.adorama.com/us1188881.html   https://www.avantadigital.com/teradek-bolt-pro-600-tx-sdi-hdmi-video-transmitter.html,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Bolt AC/DC Adapter,boldc#BoltAC/DCAdapter,accessory,EQUIPMENT,Teradek Bolt 600,,HHWY-1203000,,100-240v-50/60hz,,,BDSB31278,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
Tiffen 4x5.65 ND Filters Kit,boldc#Tiffen4x5.65NDFiltersKit,lighting,EQUIPMENT,,,,,,,,,,,https://drive.google.com/file/d/1yhITNAPvGFNYfinpxxN29ljdHZI7A_iE/view?usp=sharing,https://www.bhphotovideo.com/c/product/764280-REG/Tiffen_W4565PROKT_The_Pro_HV_Filter.html,,1126.7,https://tiffen.com/products/4-x-5-65-pro-indie-hv-neutral-density-filter-kit   https://www.bhphotovideo.com/c/product/764280-REG/Tiffen_W4565PROKT_The_Pro_HV_Filter.html   https://www.ebay.com/itm/New-Tiffen-4x5-65-Pro-Plus-Indie-HV-ND-Filter-Kit-5-6-7-Stop-W4565PROPKT/352625291687?hash=item521a1af1a7:g:~xAAAOSw~-ZcltMw,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
"Tv Logic 5.5"" Monitor","boldc#TvLogic5.5""Monitor",accessory,EQUIPMENT,,,VFM-058W,VF058O0779,,,,BDSB31266,,,https://drive.google.com/file/d/1Ly4uiDdbsoKBKPnG1RcUt44RXOT6TOWq/view?usp=sharing,https://cvp.com/pdf/f-5a-manual.pdf,,562,https://www.bhphotovideo.com/c/product/1422452-REG/tvlogic_vfm_055a_5_5_oled_monitor.html   https://www.abelcine.com/buy/monitors-viewing/on-board-field-monitors/tvlogic-vfm-055a-55-full-hd-oled-monitor   https://www.ebay.com/itm/TVlogic-VFM-055A-5-5-inch-3G-HD-SDI-HDMI-OLED-Monitor-with-Cast-Aluminum-Body-/202412255126,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
"Tv Logic 5.5"" Monitor","boldc#TvLogic5.5""Monitor002",accessory,EQUIPMENT,,,VFM-058W,VF058O0775,,,,BDSB31265,,,https://drive.google.com/file/d/1Ly4uiDdbsoKBKPnG1RcUt44RXOT6TOWq/view?usp=sharing,https://cvp.com/pdf/f-5a-manual.pdf,,562,https://www.bhphotovideo.com/c/product/1422452-REG/tvlogic_vfm_055a_5_5_oled_monitor.html   https://www.abelcine.com/buy/monitors-viewing/on-board-field-monitors/tvlogic-vfm-055a-55-full-hd-oled-monitor   https://www.ebay.com/itm/TVlogic-VFM-055A-5-5-inch-3G-HD-SDI-HDMI-OLED-Monitor-with-Cast-Aluminum-Body-/202412255126,2021-01-17,,,,,,,,,,ER - Bold-C,,,,,,
Zacuto Recoil Kit,boldc#ZacutoRecoilKit,grip,EQUIPMENT,,Zacuto Recoil Kit,,,,,,BDSB31449,,,,https://www.zacuto.com/product-instructions,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Zacuto Recoil Kit,boldc#ZacutoRecoilKit002,grip,EQUIPMENT,,Zacuto Recoil Kit,,,,,,BDSB31451,,,,https://www.zacuto.com/product-instructions,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
Zacuto Recoil Kit,boldc#ZacutoRecoilKit003,grip,EQUIPMENT,,Zacuto Recoil Kit,,,,,,BDSB31448,,,,https://www.zacuto.com/product-instructions,,on hold,,,,,,,,,,,,ER - Bold-C,,,,,,
TOP-650W ,boldc#TOP-650W,,EQUIPMENT,TOP lights,,,,,,,BDSB31428,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
TOP-650W ,boldc#TOP-650W002,,EQUIPMENT,TOP lights,,,,,,,BDSB31429,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
TOP-650W ,boldc#TOP-650W003,,EQUIPMENT,TOP lights,,,,,,,BDSB31430,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
TOP Tripod,boldc#TOPTripod,,EQUIPMENT,TOP lights,,,,,,,BDSB31432,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
TOP Tripod,boldc#TOPTripod002,,EQUIPMENT,TOP lights,,,,,,,BDSB31433,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
TOP Tripod,boldc#TOPTripod003,,EQUIPMENT,TOP lights,,,,,,,BDSB31431,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
BNC Cables,boldc#BNCCables,,,,,,,,,,,,,,,,,,,,,,,,,,,,ER - Bold-C,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
